,Predictions,price,Predictions,volume
0,33.89369965,33.88943062,7244.649902,3791.779923
1,33.89478683,33.88943062,7449.6875,3838.085881
2,33.89520264,33.88943062,7651.068359,3921.050723
3,33.894104,33.91147658,7836.944824,5821.52442
4,33.8945961,33.9004557,8096.77832,6224.772138
5,33.89611053,33.9004557,8461.186523,6984.961617
6,33.89799881,33.93352254,8933.885742,7185.620769
7,33.90262222,33.91147658,9481.873047,7465.385932
8,33.90875244,33.94454342,10063.64941,7583.080242
9,33.91683197,33.91147658,10621.73145,7666.045084
10,33.92230606,33.96658938,11116.49414,7752.868755
11,33.92940521,33.93352254,11505.08105,7803.033543
12,33.93541336,33.93352254,11764.97559,7928.445513
13,33.93892288,33.97761446,11901.61719,8013.33977
14,33.94533539,33.97761446,12020.60742,8051.928068
15,33.95236588,33.9555685,12104.47852,8109.810516
16,33.95789337,33.97761446,12184.84375,8252.58722
17,33.96522903,33.93352254,12258.65039,8339.410891
18,33.96578217,33.94454342,12336.86914,8372.210945
19,33.96448517,33.94454342,12415.72266,8464.822861
20,33.95745087,33.96658938,12494.03223,8480.25818
21,33.95555878,33.94454342,12568.92676,8584.446586
22,33.95116806,33.94454342,12639.22754,8773.529248
23,33.94682312,33.94454342,12714.63574,8897.011803
24,33.94657898,33.93352254,12799.05078,9132.400423
25,33.94601822,33.93352254,12897.82227,9267.459468
26,33.94307709,33.94454342,13013.18652,9493.201014
27,33.94273376,33.94454342,13151.33887,9744.024953
28,33.94001389,33.93352254,13312.82422,10004.49597
29,33.93844604,33.94454342,13495.55762,10068.16666
30,33.93795013,33.93352254,13690.22852,10307.41411
31,33.93946457,33.9555685,13886.41113,10542.80273
32,33.94084549,33.94454342,14083.53027,10643.13231
33,33.94287491,33.94454342,14278.26172,10768.54428
34,33.94490814,33.94454342,14461.68945,11135.13311
35,33.94560242,33.9555685,14645.26855,11472.78072
36,33.94669724,33.93352254,14836.70605,11494.00429
37,33.94729233,33.94454342,15034.2793,11571.18088
38,33.94708252,33.94454342,15229.91699,11627.13392
39,33.94557571,33.94454342,15414.04004,11704.31051
40,33.94493484,33.9555685,15570.62988,11845.1578
41,33.94454575,33.94454342,15705.33691,11989.86392
42,33.94626999,33.94454342,15824.50977,12344.87627
43,33.94690323,33.93352254,15940.08496,12495.37063
44,33.94612122,33.9004557,16062.24902,13232.40713
45,33.94103241,33.9004557,16234.78223,13346.24261
46,33.93305588,33.91147658,16465.19336,13581.63123
47,33.92235947,33.91147658,16732.46094,13757.20799
48,33.91390991,33.91147658,17017.98438,13907.70235
49,33.90814209,33.91147658,17298.96094,14073.63204
50,33.90539932,33.93352254,17558.17383,14299.37358
51,33.90822601,33.91147658,17790.23242,14525.11513
52,33.91213226,33.93352254,17995.36133,14561.77401
53,33.91817474,33.92249746,18179.0918,14843.46859
54,33.92358398,33.9004557,18342.26953,15067.28072
55,33.92338562,33.93352254,18521.40625,15198.48093
56,33.92276001,33.94454342,18699.72656,15254.43397
57,33.9247551,33.93352254,18874.32813,15356.69296
58,33.92763138,33.93352254,19037.29492,15362.4812
59,33.93048859,33.91147658,19178.89258,15435.79897
60,33.93076706,33.92249746,19295.91992,15511.04615
61,33.93092728,33.91147658,19392.48438,15584.36392
62,33.92712402,33.91147658,19473.99805,16095.65887
63,33.92368698,33.88943062,19558.97266,17071.94282
64,33.91698837,33.88943062,19711.8125,17671.99086
65,33.90684128,33.91147658,19968.77539,18314.48603
66,33.90138245,33.91147658,20341.14844,18623.19242
67,33.90027237,33.88943062,20803.93359,18725.45141
68,33.89948273,33.88943062,21308.58008,18777.54561
69,33.89889526,33.9004557,21792.40234,18947.33412
70,33.89738464,33.9004557,22212.72266,19113.26381
71,33.89793396,33.88943062,22543.88477,19151.85211
72,33.89762878,33.88943062,22772.22656,19203.94631
73,33.89698029,33.88943062,22919.41602,19310.06413
74,33.89421082,33.87840974,23029.5957,19458.62908
75,33.89050293,33.87840974,23119.88867,19657.35882
76,33.88812256,33.88943062,23219.05469,19871.52387
77,33.88677216,33.9004557,23334.64453,20332.65404
78,33.88596344,33.9004557,23479.76367,20494.72489
79,33.88748932,33.9004557,23655.24219,20519.80729
80,33.89161301,33.88943062,23852.57422,20645.21925
81,33.89543152,33.88943062,24057.94531,20672.23106
82,33.89701843,33.88943062,24248.38477,20834.30192
83,33.89712906,33.88943062,24414.37305,20903.76085
84,33.89609528,33.87840974,24552.34375,21094.77293
85,33.89252472,33.87840974,24668.94727,21532.75012
86,33.88781738,33.88943062,24788.93555,21964.93906
87,33.88476563,33.87840974,24939.70703,22072.9863
88,33.88321304,33.86738466,25138.26172,22258.21013
89,33.8812027,33.8453387,25368.88477,22767.57567
90,33.87673187,33.8453387,25627.37305,22881.41115
91,33.86920547,33.87840974,25903.37695,23170.82339
92,33.86383057,33.87840974,26181.23828,23321.31775
93,33.86224365,33.8453387,26451.21289,23469.8827
94,33.86137009,33.86738466,26696.66016,23990.82473
95,33.86097717,33.83431782,26931.86133,24426.8725
96,33.85913467,33.82329694,27185.27148,24756.80245
97,33.85538101,33.83431782,27469.55664,25177.4149
98,33.84947205,33.80125098,27777.26563,25484.19188
99,33.84000397,33.81227186,28104.81445,25505.41544
100,33.8279953,33.80125098,28444.18164,25650.12156
101,33.81639099,33.80125098,28759.25,25972.33385
102,33.80950928,33.80125098,29047.73633,26117.03997
103,33.80539703,33.80125098,29298.04883,26711.29977
104,33.80121231,33.83431782,29528.03711,27430.97153
105,33.80437088,33.86738466,29790.4082,27913.32526
106,33.81260681,33.86738466,30109.52539,28162.21979
