pred 40t vol,prop,act vol,av1,av2,av3,av4,av5
3553.88,0.00388613,155.445,62.1781,31.089,31.089,15.5445,15.5445,7.9569
2053.62,0.00224562,89.8248,35.9299,17.965,17.965,8.98248,8.98248,7.95987
3712.25,0.00405931,162.372,64.949,32.4745,32.4745,16.2372,16.2372,7.95973
2847.75,0.00311399,124.56,49.8238,24.9119,24.9119,12.456,12.456,7.96407
3504.62,0.00383228,153.291,61.3164,30.6582,30.6582,15.3291,15.3291,7.96653
5262.31,0.00575429,230.172,92.0687,46.0343,46.0343,23.0172,23.0172,7.95584
3508.06,0.00383603,153.441,61.3766,30.6883,30.6883,15.3441,15.3441,7.95586
5479.81,0.00599213,239.685,95.874,47.937,47.937,23.9685,23.9685,7.96897
1912.5,0.0020913,83.6521,33.4608,16.7304,16.7304,8.36521,8.36521,7.96871
2316.25,0.0025328,101.312,40.5248,20.2624,20.2624,10.1312,10.1312,7.96701
4626.94,0.00505951,202.381,80.9522,40.4761,40.4761,20.2381,20.2381,7.96801
2438,0.00266593,106.637,42.6549,21.3274,21.3274,10.6637,10.6637,7.9598
5592.81,0.00611569,244.628,97.851,48.9255,48.9255,24.4628,24.4628,7.96494
5679.06,0.00621,248.4,99.3601,49.68,49.68,24.84,24.84,7.95849
4459.06,0.00487594,195.038,78.0151,39.0076,39.0076,19.5038,19.5038,7.94901
3044.56,0.0033292,133.168,53.2672,26.6336,26.6336,13.3168,13.3168,7.95542
5617.94,0.00614316,245.727,98.2906,49.1453,49.1453,24.5727,24.5727,7.95708
3283.38,0.00359034,143.614,57.4455,28.7227,28.7227,14.3614,14.3614,7.96856
3298.62,0.00360702,144.281,57.7123,28.8561,28.8561,14.4281,14.4281,7.97331
5012,0.00548058,219.223,87.6892,43.8446,43.8446,21.9223,21.9223,7.98022
6396.44,0.00699445,279.778,111.911,55.9556,55.9556,27.9778,27.9778,7.97511
2988.69,0.0032681,130.724,52.2896,26.1448,26.1448,13.0724,13.0724,7.97121
4950.94,0.00541381,216.552,86.6209,43.3104,43.3104,21.6552,21.6552,7.9703
3457.81,0.00378109,151.243,60.4974,30.2487,30.2487,15.1243,15.1243,7.97564
4074.94,0.00445591,178.236,71.2945,35.6473,35.6473,17.8236,17.8236,7.97201
5587.12,0.00610947,244.379,97.7515,48.8758,48.8758,24.4379,24.4379,7.96441
15797.8,0.0172747,690.988,276.395,138.198,138.198,69.0988,69.0988,7.94781
