pred 40t vol,prop,act vol,av1,av2,av3,av4,av5
4221.19,0.00665847,266.339,106.536,53.2678,53.2678,26.6339,26.6339,6.73235
1681.19,0.00265189,106.076,42.4303,21.2151,21.2151,10.6076,10.6076,6.73683
3066.06,0.00483638,193.455,77.3821,38.6911,38.6911,19.3455,19.3455,6.73215
10334.1,0.0163009,652.035,260.814,130.407,130.407,65.2035,65.2035,6.7214
8066.69,0.0127243,508.973,203.589,101.795,101.795,50.8973,50.8973,6.72578
2674.38,0.00421854,168.742,67.4966,33.7483,33.7483,16.8742,16.8742,6.7315
2404.62,0.00379304,151.721,60.6886,30.3443,30.3443,15.1721,15.1721,6.72595
2189.81,0.00345419,138.168,55.2671,27.6335,27.6335,13.8168,13.8168,6.72508
5999.69,0.00946386,378.554,151.422,75.7109,75.7109,37.8554,37.8554,6.71962
3447.75,0.00543845,217.538,87.0153,43.5076,43.5076,21.7538,21.7538,6.72327
2091.06,0.00329843,131.937,52.7748,26.3874,26.3874,13.1937,13.1937,6.72583
3843.5,0.00606271,242.508,97.0033,48.5017,48.5017,24.2508,24.2508,6.72774
15998.4,0.0252358,1009.43,403.773,201.887,201.887,100.943,100.943,6.73186
3843.5,0.00606271,242.508,97.0033,48.5017,48.5017,24.2508,24.2508,6.73093
2001.06,0.00315646,126.258,50.5034,25.2517,25.2517,12.6258,12.6258,6.7334
4727.44,0.00745702,298.281,119.312,59.6562,59.6562,29.8281,29.8281,6.73045
2082.88,0.00328551,131.42,52.5682,26.2841,26.2841,13.142,13.142,6.73792
3558.25,0.00561276,224.51,89.8041,44.9021,44.9021,22.451,22.451,6.742
2937.69,0.00463389,185.355,74.1422,37.0711,37.0711,18.5355,18.5355,6.7304
4158.62,0.00655978,262.391,104.957,52.4783,52.4783,26.2391,26.2391,6.72745
1417.25,0.00223556,89.4224,35.7689,17.8845,17.8845,8.94224,8.94224,6.72589
1107.94,0.00174765,69.9061,27.9624,13.9812,13.9812,6.99061,6.99061,6.72549
1735.75,0.00273796,109.518,43.8073,21.9037,21.9037,10.9518,10.9518,6.72738
3996.44,0.00630395,252.158,100.863,50.4316,50.4316,25.2158,25.2158,6.72768
6386.94,0.0100747,402.988,161.195,80.5977,80.5977,40.2988,40.2988,6.73162
2048.19,0.0032308,129.232,51.6927,25.8464,25.8464,12.9232,12.9232,6.72825
1714.06,0.00270375,108.15,43.26,21.63,21.63,10.815,10.815,6.7342
