pred 40t vol,prop,act vol,av1,av2,av3,av4,av5
4195.56,0.00522951,209.181,83.6722,41.8361,41.8361,20.9181,20.9181,18.6067
3677.69,0.00458401,183.361,73.3442,36.6721,36.6721,18.3361,18.3361,18.5975
2625,0.0032719,130.876,52.3504,26.1752,26.1752,13.0876,13.0876,18.6021
1897.88,0.00236559,94.6234,37.8494,18.9247,18.9247,9.46234,9.46234,18.6197
4154.31,0.0051781,207.124,82.8496,41.4248,41.4248,20.7124,20.7124,18.6179
2197,0.00273843,109.537,43.8148,21.9074,21.9074,10.9537,10.9537,18.5983
3852.62,0.00480206,192.083,76.833,38.4165,38.4165,19.2083,19.2083,18.6237
3523.62,0.00439198,175.679,70.2718,35.1359,35.1359,17.5679,17.5679,18.6192
5892.31,0.00734441,293.776,117.511,58.7553,58.7553,29.3776,29.3776,18.6205
9874.62,0.0123081,492.325,196.93,98.465,98.465,49.2325,49.2325,18.567
7775.75,0.009692,387.68,155.072,77.536,77.536,38.768,38.768,18.5407
8357.69,0.0104173,416.694,166.678,83.3388,83.3388,41.6694,41.6694,18.5004
6433.25,0.00801866,320.746,128.298,64.1492,64.1492,32.0746,32.0746,18.5189
9390.94,0.0117052,468.209,187.284,93.6419,93.6419,46.8209,46.8209,18.5274
4377.69,0.00545652,218.261,87.3043,43.6522,43.6522,21.8261,21.8261,18.5333
3423.06,0.00426664,170.666,68.2662,34.1331,34.1331,17.0666,17.0666,18.5169
3210.5,0.00400169,160.068,64.0271,32.0135,32.0135,16.0068,16.0068,18.5082
4125.88,0.00514265,205.706,82.2824,41.1412,41.1412,20.5706,20.5706,18.5167
3721.38,0.00463847,185.539,74.2155,37.1077,37.1077,18.5539,18.5539,18.5242
5409.88,0.00674308,269.723,107.889,53.9446,53.9446,26.9723,26.9723,18.5231
3121.81,0.00389115,155.646,62.2584,31.1292,31.1292,15.5646,15.5646,18.5489
7274.5,0.00906722,362.689,145.076,72.5378,72.5378,36.2689,36.2689,18.4968
24517.9,0.0305601,1222.4,488.962,244.481,244.481,122.24,122.24,18.4154
16926.6,0.0210979,843.917,337.567,168.783,168.783,84.3917,84.3917,18.366
11750.9,0.0146468,585.87,234.348,117.174,117.174,58.587,58.587,18.3792
11516.1,0.0143541,574.163,229.665,114.833,114.833,57.4163,57.4163,18.3579
11486.1,0.0143167,572.667,229.067,114.533,114.533,57.2667,57.2667,18.3767
