,Predictions,price
156,18.81741142,18.80403578
157,18.81272125,18.81842208
158,18.8100338,18.80403578
159,18.80854607,18.81842208
160,18.80860901,18.83280838
161,18.81283379,18.81842208
162,18.81678009,18.83280838
163,18.82209396,18.83280838
164,18.82611847,18.83280838
165,18.82972908,18.83280838
166,18.83181572,18.84719467
167,18.8348732,18.83280838
168,18.83683777,18.84719467
169,18.83874321,18.86158097
170,18.84336281,18.86158097
171,18.84949303,18.84719467
172,18.85272789,18.84719467
173,18.85349655,18.84719467
174,18.85230064,18.81842208
175,18.84617424,18.81842208
176,18.8372879,18.81842208
177,18.82878685,18.83280838
178,18.8237648,18.83280838
179,18.82304955,18.84719467
180,18.82718849,18.83280838
181,18.83158302,18.84719467
182,18.83628273,18.84719467
183,18.84088135,18.84719467
184,18.84458351,18.83280838
185,18.84433556,18.84719467
186,18.84374809,18.84719467
187,18.84364319,18.86158097
188,18.8463974,18.86158097
189,18.8506813,18.86158097
190,18.85539055,18.86158097
191,18.85875511,18.86158097
192,18.86116982,18.86158097
193,18.86229897,18.86158097
194,18.86249352,18.90473712
195,18.86812019,18.89035082
196,18.87617683,18.87596727
197,18.88129044,18.84719467
198,18.87884903,18.83280838
199,18.86881638,18.84719467
200,18.85784912,18.83280838
201,18.84726906,18.83280838
202,18.83874702,18.84719467
203,18.83509827,18.83280838
204,18.83355331,18.83280838
205,18.8339138,18.84719467
206,18.83602524,18.84719467
207,18.83923912,18.83280838
208,18.84009933,18.83280838
209,18.83890343,18.81842208
210,18.83514786,18.83280838
211,18.8315239,18.83280838
212,18.82953262,18.90473712
213,18.83960342,18.93350971
214,18.86165619,18.947896
215,18.89051056,18.947896
216,18.9182415,18.9622823
217,18.94115257,18.9622823
218,18.95655823,18.947896
219,18.9624939,18.93350971
220,18.95874977,18.9622823
221,18.95487213,18.9622823
222,18.9529171,18.9622823
223,18.95442963,18.9622823
224,18.9570179,18.9622823
225,18.95939255,18.9622823
226,18.9608345,18.9766686
227,18.9640274,18.9766686
228,18.96795273,18.9622823
229,18.9689579,18.9766686
230,18.96965218,18.9766686
231,18.97138405,18.99105489
232,18.97529793,18.9766686
233,18.97792816,18.99105489
234,18.98101807,18.9766686
235,18.98185539,18.99105489
236,18.9830265,18.99105489
237,18.98498535,18.99105489
238,18.98685646,18.99105489
239,18.98796463,18.99105489
240,18.9889164,19.00543845
241,18.9916687,19.00543845
242,18.99577904,19.00543845
243,18.99930382,19.00543845
244,19.00222015,19.00543845
245,19.00356483,19.00543845
246,19.00426865,18.99105489
247,19.00187492,18.9622823
248,18.99298286,18.99105489
249,18.98578453,18.99105489
250,18.98227119,18.99105489
251,18.98224068,18.9766686
252,18.98158264,18.9766686
253,18.9799633,18.9766686
254,18.97798538,18.9622823
255,18.97394562,18.9766686
256,18.97136307,18.9622823
257,18.96814156,18.9766686
258,18.96667862,18.9622823
259,18.96584702,18.9622823
260,18.96450043,18.9622823
261,18.96302223,18.9622823
262,18.96148491,18.9622823
263,18.9605217,18.9622823
264,18.96010399,18.9622823
265,18.95976257,18.9766686
266,18.9623661,18.9622823
267,18.96385002,18.9622823
268,18.96437073,18.99105489
269,18.96813202,19.03421104
270,18.98144341,19.00543845
271,18.99476051,19.00543845
272,19.00400352,19.01982474
273,19.01084137,19.00543845
274,19.01302338,19.00543845
275,19.0116806,19.00543845
276,19.00896835,19.01982474
277,19.00803566,19.01982474
278,19.00924492,19.03421104
279,19.01447868,19.03421104
280,19.02179909,19.03421104
281,19.02733994,19.03421104
282,19.03104591,19.03421104
283,19.03315735,19.04859734
284,19.03583527,19.04859734
285,19.03914833,19.03421104
286,19.0397377,19.01982474
287,19.03586006,19.01982474
288,19.02939796,19.00543845
289,19.02082253,19.01982474
290,19.01465988,19.01982474
291,19.01184654,19.03421104
292,19.01407623,19.04859734
293,19.0216217,19.10614252
294,19.0411911,19.12052882
295,19.06797981,19.12052882
296,19.09323311,19.10614252
297,19.108881,19.12052882
298,19.11750412,19.12052882
299,19.12053108,19.12052882
300,19.12055969,19.12052882
301,19.11885834,19.12052882
302,19.11693573,19.12052882
303,19.11538506,19.10614252
304,19.11265945,19.10614252
305,19.10866737,19.12052882
306,19.10722542,19.10614252
307,19.10534668,19.12052882
308,19.10625458,19.10614252
309,19.10615158,19.09175623
310,19.10237503,19.10614252
311,19.09930992,19.10614252
312,19.09793472,19.10614252
313,19.09799957,19.09175623
314,19.09599686,19.09175623
315,19.09287643,19.09175623
316,19.09004211,19.09175623
317,19.08755493,19.09175623
318,19.08642006,19.12052882
319,19.09090233,19.14929867
320,19.10381126,19.14929867
321,19.12028503,19.13491237
322,19.13193512,19.14929867
323,19.13992882,19.13491237
324,19.1415596,19.14929867
325,19.14177322,19.14929867
326,19.14180374,19.16368496
327,19.14455414,19.16368496
328,19.14873123,19.17807126
329,19.15590477,19.16368496
330,19.16088867,19.16368496
331,19.16241837,19.16368496
332,19.16132736,19.16368496
333,19.15962791,19.16368496
334,19.15758705,19.16368496
335,19.1563797,19.14929867
336,19.15299606,19.16368496
337,19.15155792,19.13491237
338,19.14648247,19.14929867
339,19.14248848,19.14929867
340,19.14001846,19.14929867
341,19.13935661,19.14929867
342,19.13983727,19.14929867
343,19.1407814,19.14929867
344,19.1417141,19.16368496
345,19.14507103,19.14929867
346,19.14663124,19.14929867
347,19.14680099,19.14929867
348,19.14528084,19.16368496
349,19.14661789,19.16368496
350,19.14962578,19.14929867
351,19.15023422,19.14929867
352,19.14870644,19.16368496
353,19.1489315,19.14929867
354,19.14805031,19.14929867
355,19.14656448,19.16368496
356,19.14718246,19.14929867
357,19.14698219,19.14929867
358,19.14584351,19.16368496
359,19.14728165,19.14929867
360,19.14752388,19.14929867
361,19.14626884,19.14929867
362,19.14461517,19.14929867
363,19.1434288,19.14929867
364,19.14232063,19.16368496
365,19.14442444,19.14929867
366,19.14599609,19.13491237
367,19.14317513,19.14929867
368,19.14076805,19.13491237
369,19.13735008,19.16368496
370,19.13857079,19.16368496
371,19.14345169,19.17807126
372,19.15199661,19.17807126
373,19.16097641,19.17807126
374,19.16796303,19.17807126
375,19.17234802,19.20684385
376,19.17921066,19.19245756
377,19.18425369,19.20684385
378,19.18985748,19.20684385
379,19.19434166,19.19245756
380,19.19512367,19.19245756
381,19.19262123,19.20684385
382,19.19191933,19.19245756
383,19.19007874,19.20684385
384,19.19034576,19.20684385
385,19.19216728,19.19245756
386,19.19218636,19.20684385
387,19.19261932,19.19245756
388,19.19140625,19.20684385
389,19.19166565,19.19245756
390,19.19018555,19.20684385
391,19.19059563,19.20684385
392,19.1926918,19.20684385
393,19.19478416,19.19245756
394,19.19402885,19.19245756
395,19.19106674,19.20684385
396,19.19008255,19.20684385
397,19.191576,19.20684385
398,19.19367981,19.20684385
399,19.1960144,19.20684385
400,19.19734001,19.19245756
401,19.19547462,19.19245756
402,19.19153786,19.20684385
403,19.19019508,19.20684385
404,19.19101715,19.20684385
405,19.19313049,19.23561645
406,19.20114899,19.22123015
407,19.20851898,19.23561645
408,19.21597672,19.22123015
409,19.2192421,19.23561645
410,19.22171021,19.22123015
411,19.22061157,19.23561645
412,19.22042656,19.23561645
413,19.22155952,19.23561645
414,19.22299004,19.23561645
415,19.22416306,19.25
416,19.22818565,19.23561645
417,19.22978973,19.23561645
418,19.2296257,19.25
419,19.23081589,19.23561645
420,19.23069191,19.25
421,19.23176575,19.25
422,19.2341671,19.25
423,19.2365284,19.23561645
424,19.23538208,19.25
425,19.23485756,19.25
426,19.23558807,19.25
427,19.23648453,19.23561645
428,19.23458862,19.25
429,19.23413849,19.23561645
430,19.23178101,19.25
431,19.23181915,19.23561645
432,19.23060989,19.19245756
433,19.22006416,19.19245756
434,19.20507813,19.19245756
435,19.19177437,19.17807126
436,19.17992783,19.16368496
437,19.16861153,19.16368496
438,19.15942192,19.16368496
439,19.15402794,19.13491237
440,19.14617729,19.14929867
441,19.14086914,19.13491237
442,19.13557434,19.12052882
443,19.12791252,19.14929867
444,19.12606812,19.13491237
445,19.1264019,19.13491237
446,19.12716675,19.14929867
447,19.13040733,19.14929867
448,19.13504219,19.14929867
449,19.13941383,19.16368496
450,19.14466667,19.14929867
451,19.14779854,19.19245756
452,19.15600586,19.16368496
453,19.16133118,19.16368496
454,19.16354561,19.16368496
455,19.16254807,19.16368496
456,19.16029167,19.14929867
457,19.15556335,19.16368496
458,19.15254021,19.16368496
459,19.15173149,19.14929867
460,19.15002251,19.13491237
461,19.14439964,19.13491237
462,19.1383152,19.13491237
463,19.13220215,19.13491237
464,19.12810898,19.14929867
465,19.12879372,19.14929867
466,19.13254929,19.13491237
467,19.13417816,19.13491237
468,19.13402939,19.13491237
469,19.13259315,19.13491237
470,19.1306076,19.13491237
471,19.12883949,19.13491237
472,19.12787056,19.14929867
473,19.1301918,19.16368496
474,19.13700104,19.16368496
475,19.14558983,19.14929867
476,19.15018082,19.14929867
477,19.1504879,19.13491237
478,19.14584923,19.14929867
479,19.14177513,19.13491237
480,19.13698196,19.14929867
481,19.13514328,19.16368496
482,19.13852882,19.13491237
483,19.13958359,19.13491237
484,19.13790894,19.12052882
485,19.13204765,19.13491237
486,19.12713623,19.12052882
487,19.12218094,19.10614252
488,19.11505699,19.10614252
489,19.10823441,19.07736993
490,19.0974369,19.09175623
491,19.08889198,19.07736993
492,19.08160973,19.10614252
493,19.08056831,19.09175623
494,19.08233261,19.09175623
495,19.08443832,19.10614252
496,19.08909225,19.13491237
497,19.09925842,19.12052882
498,19.10883713,19.07736993
499,19.10779762,19.06298363
500,19.09601402,19.10614252
501,19.08864784,19.04859734
502,19.07679749,19.04859734
503,19.06406784,19.04859734
504,19.05265808,19.04859734
505,19.04485321,19.04859734
506,19.04116058,19.04859734
507,19.04093361,19.04859734
508,19.04188156,19.04859734
509,19.04257011,19.10614252
510,19.05323029,19.06298363
511,19.06321907,19.10614252
512,19.07457733,19.10614252
513,19.08648491,19.10614252
514,19.09615517,19.09175623
515,19.09970665,19.10614252
516,19.10096359,19.04859734
517,19.0910511,19.10614252
518,19.08519554,19.06298363
519,19.07754898,19.10614252
520,19.07806778,19.10614252
521,19.08276558,19.09175623
522,19.08792686,19.07736993
523,19.0880909,19.09175623
524,19.08717537,19.09175623
525,19.08619118,19.09175623
526,19.08615875,19.10614252
527,19.08787155,19.12052882
528,19.09539223,19.12052882
529,19.10322571,19.13491237
530,19.11351776,19.13491237
531,19.12255478,19.12052882
532,19.12590599,19.13491237
533,19.12726212,19.16368496
534,19.13353729,19.17807126
535,19.14488411,19.14929867
536,19.15172577,19.19245756
537,19.16143608,19.16368496
538,19.16656303,19.17807126
539,19.16945076,19.17807126
540,19.17112923,19.17807126
541,19.17167091,19.17807126
542,19.17122078,19.16368496
543,19.16809273,19.16368496
544,19.16394806,19.16368496
545,19.16001511,19.14929867
546,19.15377426,19.16368496
547,19.15116119,19.14929867
548,19.14780998,19.14929867
549,19.14507484,19.16368496
550,19.14566612,19.16368496
551,19.14855576,19.19245756
552,19.15747452,19.16368496
553,19.16304207,19.19245756
554,19.16990852,19.19245756
555,19.17677689,19.19245756
556,19.18189049,19.19245756
557,19.18527031,19.20684385
558,19.18911743,19.20684385
559,19.1931076,19.20684385
560,19.19651604,19.20684385
561,19.19849205,19.20684385
562,19.19968605,19.20684385
563,19.1992054,19.20684385
564,19.19890213,19.20684385
565,19.19834709,19.19245756
566,19.19503021,19.20684385
567,19.19319534,19.20684385
568,19.19340897,19.20684385
569,19.19457436,19.20684385
570,19.19594383,19.20684385
571,19.19703865,19.22123015
572,19.20046616,19.23561645
573,19.20770645,19.20684385
574,19.21029472,19.20684385
575,19.20853043,19.20684385
576,19.20438576,19.17807126
577,19.19501114,19.17807126
578,19.18384743,19.17807126
579,19.17440033,19.17807126
580,19.16830444,19.19245756
581,19.16827011,19.17807126
582,19.16965294,19.19245756
583,19.17362785,19.17807126
584,19.17501068,19.17807126
585,19.17456436,19.17807126
586,19.17317581,19.17807126
587,19.17116547,19.17807126
588,19.16980743,19.17807126
589,19.16914558,19.17807126
590,19.16900444,19.17807126
591,19.16942215,19.17807126
592,19.16954613,19.17807126
593,19.16996956,19.17807126
594,19.16996956,19.16368496
595,19.1672554,19.13491237
596,19.15774155,19.13491237
597,19.14559746,19.13491237
598,19.13490105,19.12052882
599,19.12508965,19.14929867
600,19.12283707,19.14929867
601,19.12641144,19.16368496
602,19.13509941,19.19245756
603,19.15033913,19.17807126
604,19.16401482,19.19245756
605,19.17537498,19.17807126
606,19.18010139,19.17807126
607,19.17999268,19.17807126
608,19.1772728,19.14929867
609,19.16821098,19.17807126
610,19.16293335,19.19245756
611,19.16435051,19.19245756
612,19.17017937,19.19245756
613,19.17728043,19.19245756
614,19.18243408,19.19245756
615,19.1856575,19.19245756
616,19.1865654,19.17807126
617,19.18354607,19.19245756
618,19.18133545,19.19245756
619,19.18014336,19.14929867
620,19.17268562,19.14929867
621,19.16164589,19.17807126
622,19.15628624,19.17807126
623,19.15670395,19.17807126
624,19.16043472,19.17807126
625,19.1649437,19.16368496
626,19.16591263,19.19245756
627,19.16918945,19.19245756
628,19.17460442,19.17807126
629,19.1771698,19.19245756
630,19.17884827,19.19245756
631,19.18076515,19.17807126
632,19.18021011,19.17807126
633,19.17739487,19.16368496
634,19.17126465,19.16368496
635,19.16430473,19.16368496
636,19.1583004,19.16368496
637,19.15509033,19.17807126
638,19.15644836,19.17807126
639,19.16029358,19.17807126
640,19.16507339,19.17807126
641,19.16887856,19.17807126
642,19.1709156,19.17807126
643,19.17173576,19.19245756
644,19.17419243,19.19245756
645,19.17780304,19.19245756
646,19.18123055,19.19245756
647,19.18364143,19.19245756
648,19.18511391,19.20684385
649,19.18823624,19.20684385
650,19.19212532,19.19245756
651,19.19279099,19.19245756
652,19.19088554,19.19245756
653,19.18795013,19.19245756
654,19.18549728,19.19245756
655,19.18375015,19.19245756
656,19.18284225,19.19245756
657,19.18259239,19.19245756
658,19.182724,19.19245756
659,19.18327141,19.19245756
660,19.18369102,19.19245756
661,19.18369102,19.19245756
662,19.18369102,19.19245756
663,19.18369102,19.19245756
664,19.18369102,19.20684385
665,19.18643951,19.19245756
666,19.18786049,19.17807126
667,19.18491173,19.17807126
668,19.17960548,19.19245756
669,19.17701912,19.19245756
670,19.17726135,19.17807126
671,19.17637634,19.17807126
672,19.1744175,19.17807126
673,19.17221069,19.19245756
674,19.17315865,19.17807126
675,19.17379379,19.19245756
676,19.17583656,19.19245756
677,19.17858887,19.17807126
678,19.17859077,19.19245756
679,19.17944717,19.19245756
680,19.18086624,19.19245756
681,19.18212509,19.17807126
682,19.18045807,19.17807126
683,19.17697716,19.17807126
684,19.17354965,19.17807126
685,19.17056847,19.14929867
686,19.16368103,19.13491237
687,19.15226173,19.13491237
688,19.14014053,19.16368496
689,19.13639069,19.16368496
690,19.13926315,19.14929867
691,19.14258575,19.14929867
692,19.14428139,19.16368496
693,19.1473484,19.14929867
694,19.14838982,19.16368496
695,19.15029716,19.16368496
696,19.1522522,19.16368496
697,19.15404129,19.14929867
698,19.15279579,19.16368496
699,19.15275383,19.14929867
700,19.15079689,19.14929867
701,19.14753723,19.14929867
702,19.14451027,19.14929867
703,19.14263916,19.16368496
704,19.14402962,19.14929867
705,19.14531136,19.16368496
706,19.14809799,19.14929867
707,19.14883804,19.16368496
708,19.15014839,19.22123015
709,19.16326714,19.22123015
710,19.18183899,19.22123015
711,19.19929886,19.20684385
712,19.2087307,19.22123015
713,19.21344948,19.22123015
714,19.2152729,19.20684385
715,19.21206284,19.20684385
716,19.20689964,19.22123015
717,19.20420647,19.23561645
718,19.20738411,19.22123015
719,19.21160507,19.23561645
720,19.21663475,19.23561645
721,19.22127342,19.23561645
722,19.22434425,19.22123015
723,19.22343254,19.23561645
724,19.22263145,19.23561645
725,19.22240067,19.22123015
726,19.22005272,19.23561645
727,19.21959496,19.22123015
728,19.21798515,19.22123015
729,19.21518326,19.22123015
730,19.21282959,19.22123015
731,19.21112061,19.20684385
732,19.20742798,19.20684385
733,19.20273972,19.19245756
734,19.19630623,19.19245756
735,19.18977165,19.19245756
736,19.18452263,19.19245756
737,19.18181229,19.19245756
738,19.18068504,19.20684385
739,19.18364525,19.20684385
740,19.18867302,19.20684385
741,19.1936264,19.20684385
742,19.19698906,19.20684385
743,19.19885445,19.19245756
744,19.19643593,19.19245756
745,19.19195557,19.19245756
746,19.18743896,19.19245756
747,19.18408775,19.19245756
748,19.18222237,19.19245756
749,19.18187141,19.19245756
750,19.18216896,19.19245756
751,19.182724,19.19245756
752,19.18327141,19.20684385
753,19.18643951,19.19245756
754,19.18786049,19.20684385
755,19.19041252,19.19245756
756,19.19067574,19.20684385
757,19.19186592,19.20684385
758,19.19379425,19.19245756
759,19.19298553,19.19245756
760,19.19027138,19.19245756
761,19.18710518,19.20684385
762,19.18727493,19.20684385
763,19.19012833,19.19245756
764,19.1905632,19.20684385
765,19.19213104,19.20684385
766,19.19392204,19.20684385
767,19.19598198,19.19245756
768,19.19469833,19.20684385
769,19.19382095,19.20684385
770,19.19413376,19.20684385
771,19.19513321,19.19245756
772,19.19372559,19.20684385
773,19.19327354,19.19245756
774,19.1909523,19.19245756
775,19.18819237,19.20684385
776,19.18833733,19.20684385
777,19.19067192,19.19245756
778,19.19067001,19.20684385
779,19.19196701,19.19245756
780,19.19115257,19.19245756
781,19.18891525,19.19245756
782,19.18614006,19.19245756
783,19.18428993,19.20684385
784,19.18569756,19.19245756
785,19.18659782,19.19245756
786,19.18668747,19.19245756
787,19.18595886,19.19245756
788,19.1847229,19.20684385
789,19.1868,19.19245756
790,19.18756485,19.19245756
791,19.18710899,19.17807126
792,19.18321419,19.19245756
793,19.18056107,19.17807126
794,19.17734718,19.17807126
795,19.17368889,19.17807126
796,19.17082596,19.16368496
797,19.16638565,19.16368496
798,19.16156769,19.16368496
799,19.15792274,19.16368496
800,19.15537071,19.16368496
801,19.15430069,19.16368496
802,19.15402031,19.16368496
803,19.15471077,19.16368496
804,19.15524483,19.14929867
805,19.15310478,19.14929867
806,19.14942551,19.14929867
807,19.14547729,19.14929867
808,19.14263153,19.14929867
809,19.14111519,19.14929867
810,19.14068985,19.14929867
811,19.14093399,19.14929867
812,19.14146042,19.14929867
813,19.1420002,19.13491237
814,19.13977051,19.13491237
815,19.13569069,19.13491237
816,19.13175201,19.13491237
817,19.1288929,19.14929867
818,19.12998962,19.13491237
819,19.13097,19.14929867
820,19.13371468,19.14929867
821,19.13722992,19.13491237
822,19.1377449,19.14929867
823,19.13851547,19.14929867
824,19.13951492,19.14929867
825,19.14076042,19.13491237
826,19.13918114,19.14929867
827,19.13843727,19.14929867
828,19.13913536,19.14929867
829,19.14008331,19.14929867
830,19.1414299,19.13491237
831,19.13975525,19.14929867
832,19.13857651,19.14929867
833,19.13899612,19.14929867
834,19.14010239,19.14929867
835,19.14131737,19.14929867
836,19.14198303,19.14929867
837,19.14266014,19.14929867
838,19.14294624,19.14929867
839,19.14296341,19.14929867
840,19.14285088,19.14929867
841,19.14242554,19.17807126
842,19.14776039,19.17807126
843,19.15598106,19.17807126
844,19.16391945,19.16368496
845,19.16692924,19.16368496
846,19.16582489,19.16368496
847,19.16269684,19.16368496
848,19.15934944,19.14929867
849,19.15410423,19.16368496
850,19.1511879,19.16368496
851,19.15074921,19.16368496
852,19.15239334,19.16368496
853,19.1542778,19.16368496
854,19.15579605,19.13491237
855,19.15110588,19.13491237
856,19.14319801,19.14929867
857,19.13798523,19.16368496
858,19.13891029,19.14929867
859,19.14081573,19.16368496
860,19.14533997,19.20684385
861,19.1584301,19.17807126
862,19.16953659,19.20684385
863,19.18122101,19.20684385
864,19.19129753,19.20684385
865,19.19764519,19.19245756
866,19.19805908,19.19245756
867,19.19480324,19.19245756
868,19.19038773,19.19245756
869,19.18604088,19.17807126
870,19.18058205,19.19245756
871,19.17855263,19.17807126
872,19.17546463,19.17807126
873,19.17300987,19.17807126
874,19.17095375,19.16368496
875,19.16693497,19.17807126
876,19.16469955,19.16368496
877,19.16205025,19.17807126
878,19.16203117,19.17807126
879,19.16397095,19.17807126
880,19.16631317,19.17807126
881,19.16875076,19.16368496
882,19.16740227,19.16368496
883,19.16394043,19.16368496
884,19.16013718,19.17807126
885,19.15958214,19.17807126
886,19.16209602,19.17807126
887,19.16523552,19.17807126
888,19.16834641,19.16368496
889,19.16766548,19.16368496
890,19.1644783,19.19245756
891,19.1660862,19.16368496
892,19.16556358,19.16368496
893,19.16319084,19.17807126
894,19.16282654,19.16368496
895,19.16182899,19.17807126
896,19.1627121,19.20684385
897,19.17036438,19.19245756
898,19.17844772,19.19245756
899,19.18397331,19.20684385
900,19.18948174,19.20684385
901,19.19473076,19.20684385
902,19.19770622,19.19245756
903,19.19639778,19.19245756
904,19.19273949,19.19245756
905,19.18817329,19.19245756
906,19.1847744,19.19245756
907,19.18319321,19.17807126
908,19.17955399,19.19245756
909,19.17800713,19.19245756
910,19.1787529,19.20684385
911,19.18319321,19.20684385
912,19.18914795,19.20684385
913,19.1942215,19.20684385
914,19.19769669,19.20684385
915,19.19940186,19.20684385
916,19.19974709,19.20684385
917,19.19931984,19.19245756
918,19.19557762,19.19245756
919,19.19085312,19.19245756
920,19.18647003,19.19245756
921,19.18366432,19.17807126
922,19.17948151,19.17807126
923,19.17497444,19.17807126
924,19.17131233,19.14929867
925,19.16362381,19.16368496
926,19.15715599,19.14929867
927,19.15073204,19.16368496
928,19.1478653,19.16368496
929,19.14840698,19.14929867
930,19.14807701,19.14929867
931,19.1466713,19.16368496
932,19.14729309,19.16368496
933,19.14977264,19.16368496
934,19.15279961,19.16368496
935,19.15481949,19.16368496
936,19.15646744,19.16368496
937,19.15699196,19.14929867
938,19.15459824,19.14929867
939,19.15039063,19.13491237
940,19.14323997,19.13491237
941,19.13589096,19.13491237
942,19.13043404,19.13491237
943,19.12714958,19.13491237
944,19.12585449,19.13491237
945,19.12592888,19.14929867
946,19.12933159,19.14929867
947,19.13435173,19.13491237
948,19.13619423,19.14929867
949,19.13806152,19.13491237
950,19.13709068,19.12052882
951,19.13191414,19.10614252
952,19.12239838,19.10614252
953,19.11215591,19.10614252
954,19.10396767,19.10614252
955,19.09892845,19.09175623
956,19.09454727,19.10614252
957,19.09321976,19.09175623
958,19.09152985,19.12052882
959,19.09514809,19.12052882
960,19.10149765,19.12052882
961,19.10799026,19.12052882
962,19.11288261,19.12052882
963,19.11588097,19.13491237
964,19.11972237,19.13491237
965,19.12378502,19.09175623
966,19.11900902,19.10614252
967,19.11176109,19.10614252
968,19.10473061,19.10614252
969,19.10050583,19.09175623
970,19.09587479,19.09175623
971,19.09147263,19.07736993
972,19.08554459,19.10614252
973,19.08461952,19.07736993
974,19.08307457,19.07736993
975,19.08029366,19.07736993
976,19.07638931,19.04859734
977,19.06874466,19.04859734
978,19.05938721,19.04859734
979,19.05111694,19.04859734
980,19.04516602,19.03421104
981,19.03970718,19.04859734
982,19.03726387,19.03421104
983,19.03592873,19.03421104
984,19.03388977,19.03421104
985,19.03228378,19.03421104
986,19.03129196,19.03421104
987,19.03030205,19.01982474
988,19.02759552,19.03421104
989,19.02631378,19.04859734
990,19.02908516,19.04859734
991,19.03396797,19.04859734
992,19.03952408,19.04859734
993,19.04355621,19.06298363
994,19.04844666,19.06298363
995,19.05333519,19.06298363
996,19.05722046,19.06298363
997,19.05964661,19.07736993
998,19.06288528,19.07736993
999,19.06699562,19.06298363
1000,19.06829071,19.06298363
